"text" "favorited" "favoriteCount" "replyToSN" "created" "truncated" "replyToSID" "id" "replyToUID" "statusSource" "screenName" "retweetCount" "isRetweet" "retweeted" "longitude" "latitude"
"Acrylic Flower Clutches Purse https://t.co/4lbUb2qhUH 36.64
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:13 FALSE NA "1444681953626583046" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "paula86187703" 2556 TRUE FALSE NA NA
"Trying to buy a new router for my wife's office 

#BestBuy and #Staples \"out of stock online and in store\"

#Amazon… https://t.co/cdctHJ3GdI" FALSE 0 NA 2021-10-03 15:13:12 TRUE NA "1444681951126847489" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "TweetyThings1" 0 FALSE FALSE NA NA
"Amazon – Buy Samsung Galaxy Watch 3 45mm Bluetooth at Rs.15999 + HDFC credit card offer https://t.co/PI4u7nJko8" FALSE 0 NA 2021-10-03 15:13:10 FALSE NA "1444681940376895492" NA "<a href=\"http://publicize.wp.com/\" rel=\"nofollow\">WordPress.com</a>" "dealnloot" 0 FALSE FALSE NA NA
"@DilawarTalkies @baxiabhishek I have HDFC Regalia. But I think HDFC Millennia is best if you spend most on online t… https://t.co/QLhgFBSVYm" FALSE 1 "DilawarTalkies" 2021-10-03 15:13:10 TRUE "1444677991104061442" "1444681940225777666" "157625378" "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "MhaskarChief" 0 FALSE FALSE NA NA
"RT @MaryLSchmidt: \"This is a book you’ll long remember after reading the final pages\" Book available 
@TatteredCover in #Denver #Colorado o…" FALSE 0 NA 2021-10-03 15:13:06 FALSE NA "1444681927131238400" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "NordstromJoe" 6 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:01 FALSE NA "1444681904733581312" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "JiaoPie" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:00 FALSE NA "1444681898832375815" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "fye_of" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:57 FALSE NA "1444681888904273924" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "knirstein" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:56 FALSE NA "1444681881421697036" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "YUITO_ICHINOSE" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:52 FALSE NA "1444681868402728970" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "memorrites" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:52 FALSE NA "1444681865777098754" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "xxKi_chan" 2556 TRUE FALSE NA NA
"<U+2757>60% OFF <U+0001F525> ***USE CODE: 50M45PYC + CLIP QPON
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC
DE… https://t.co/5NGfaN9B7G" FALSE 1 NA 2021-10-03 15:12:49 TRUE NA "1444681853525499904" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @gsrescueelite: Katie is reminding everyone who shops online to use Easy Fundraising and Amazon Smile as a % of your sale is donated to…" FALSE 0 NA 2021-10-03 15:12:48 FALSE NA "1444681849801003016" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "woef1974" 26 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:45 FALSE NA "1444681834978152459" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "noonayinah" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:44 FALSE NA "1444681831949877249" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "dazai_luvr" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:39 FALSE NA "1444681812987432964" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Crissy_Bangwool" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:37 FALSE NA "1444681801809727496" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "honeyisbella" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:36 FALSE NA "1444681798261170176" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "ww827" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:35 FALSE NA "1444681796550021127" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "LegalSenpai" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:33 FALSE NA "1444681787976732674" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "jungiefcxt" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:31 FALSE NA "1444681777793150985" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "AzucarTaekookie" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:27 FALSE NA "1444681761779183625" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "peppermnd" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:24 FALSE NA "1444681748206559232" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "whuhapen" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:12:08 FALSE NA "1444681681856774154" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Hinowa_Uchiha9" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:11:55 FALSE NA "1444681627439800325" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "rissadesuyo" 2556 TRUE FALSE NA NA
"@nyc_eu Online shopping friend or you go for 13" FALSE 0 "nyc_eu" 2021-10-03 15:11:48 FALSE "1444681416055402496" "1444681596720795652" "318666350" "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Olofence" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:11:39 FALSE NA "1444681560117051394" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Confused_Gull" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:11:39 FALSE NA "1444681558712061955" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "SalvaViramas" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:11:34 FALSE NA "1444681538507968526" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "SatoFuyuki1" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:11:27 FALSE NA "1444681509420494860" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "MrArcticFoxx" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:11:21 FALSE NA "1444681484296613889" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "dimasputeraw" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:11:20 FALSE NA "1444681480593096713" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Skybornn12" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:11:19 FALSE NA "1444681477749280771" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "etiptipppp" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:11:14 FALSE NA "1444681455049785353" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "kiyo_misu" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:10:51 FALSE NA "1444681357226127368" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "bettarain" 2556 TRUE FALSE NA NA
"i love to go online shopping when i’m high and honestly i never have any regrets about my choices but my bank account is very upset" FALSE 1 NA 2021-10-03 15:10:47 FALSE NA "1444681344114733065" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "aut_999" 0 FALSE FALSE NA NA
"RT @reagandwalker: I have to stop using online shopping as a coping mechanism" FALSE 0 NA 2021-10-03 15:10:40 FALSE NA "1444681312086994944" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "_RachelPagan" 242 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:10:38 FALSE NA "1444681303849193473" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "KotataBerry" 2556 TRUE FALSE NA NA
"RT @OptiRiver: Gen X and Millenials have proven over the last 7 years, they favor online shopping and the use of smartphones and tablets.…" FALSE 0 NA 2021-10-03 15:10:31 FALSE NA "1444681276070445058" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "OriginalDSN" 1 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:10:27 FALSE NA "1444681257380573184" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "lab_mem001" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:10:10 FALSE NA "1444681187574915075" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "MagpieSoroka" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:10:10 FALSE NA "1444681187566424064" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "bluedisquiet" 2556 TRUE FALSE NA NA
"By flooding our brains with dopamine, digital pleasures like texting, tweeting and online shopping can turn into fu… https://t.co/NWWjxtwqIZ" FALSE 4 NA 2021-10-03 15:10:08 TRUE NA "1444681178502467592" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "reghud" 2 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:10:07 FALSE NA "1444681175293857793" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "YashiroYuri6996" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:10:05 FALSE NA "1444681164954890245" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "rximuru" 2556 TRUE FALSE NA NA
"<U+2757>70% OFF <U+0001F525> ***USE CODE: 70VRYLTH
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC
DEAL MIGHT EXP… https://t.co/Ygaw8hZ36G" FALSE 1 NA 2021-10-03 15:10:04 TRUE NA "1444681159749906436" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:10:01 FALSE NA "1444681148597092355" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "____angboring" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:09:57 FALSE NA "1444681131815747588" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "wjlyre" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:09:48 FALSE NA "1444681096466075648" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "hutao_uwu" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:09:46 FALSE NA "1444681088127823881" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "apsrink0910" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:09:44 FALSE NA "1444681079848243200" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "g5zwell" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:09:43 FALSE NA "1444681074986999816" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "justjuriMY" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:09:40 FALSE NA "1444681061271687176" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "SPrince040" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:09:39 FALSE NA "1444681055680622596" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "theocolinsparks" 2556 TRUE FALSE NA NA
